machine_id,timestamp,cpu_util_percent,mem_util_percent,disk_io_percent,net_in,net_out,col_7,col_8
m_2335,,36,88,,,36.48,27.02,4
m_2335,,37,88,,,36.48,27.03,4
m_2335,,31,85,,,36.48,27.03,2
m_2335,,28,85,,,36.49,27.03,2
m_2335,,24,82,,,36.49,27.03,10
m_2335,,31,85,,,36.49,27.03,6
m_2335,,35,86,,,36.49,27.03,11
m_2335,,26,83,,,36.5,27.03,11
m_2335,,29,82,,,36.5,27.04,8
m_2335,,42,85,,,36.5,27.04,9
m_2335,,36,86,,,36.5,27.04,9
m_2335,,38,87,,,36.5,27.04,10
m_2335,,56,89,,,36.51,27.04,8
m_2335,,58,90,,,36.51,27.04,8
m_2335,,56,91,,,36.51,27.05,3
m_2335,,47,89,,,36.51,27.05,6
m_2335,,49,87,,,36.51,27.05,11
m_2335,,75,89,,,36.51,27.05,10
m_2335,,73,90,,,36.51,27.05,7
m_2335,,56,86,,,36.52,27.05,7
m_2335,,41,86,,,36.52,27.05,9
m_2335,,38,86,,,36.52,27.05,9
m_2335,,41,86,,,36.52,27.05,9
m_2335,,42,82,,,36.52,27.05,3
m_2335,,62,82,,,36.52,27.06,7
m_2335,,64,84,,,36.52,27.06,6
m_2335,,58,83,,,36.52,27.06,8
m_2335,,72,87,,,36.53,27.06,8
m_2335,,54,83,,,36.53,27.06,13
m_2335,,57,82,,,36.53,27.06,9
m_2335,,57,82,,,36.53,27.06,11
m_2335,,56,81,,,36.53,27.06,7
m_2335,,51,79,,,36.54,27.07,1
m_2335,,46,78,,,36.54,27.07,1
m_2335,,44,79,,,36.54,27.07,3
m_2335,,41,78,,,36.54,27.07,2
m_2335,,43,79,,,36.54,27.07,2
m_2335,,45,78,,,36.54,27.08,4
m_2335,,44,79,,,36.55,27.08,3
m_2335,,43,79,,,36.55,27.08,4
m_2335,,42,78,,,36.55,27.08,5
m_2335,,44,79,,,36.55,27.08,3
m_2335,,42,79,,,36.55,27.08,3
m_2335,,48,79,,,36.55,27.08,2
m_2335,,47,80,,,36.55,27.08,2
m_2335,,48,80,,,36.55,27.08,2
m_2335,,51,80,,,36.55,27.09,1
m_2335,,45,81,,,36.55,27.09,1
m_2335,,45,79,,,36.55,27.09,1
m_2335,,43,79,,,36.55,27.09,1
m_2335,,46,79,,,36.55,27.09,1
m_2335,,55,79,,,36.55,27.09,4
m_2335,,44,78,,,36.55,27.09,4
m_2335,,46,78,,,36.56,27.09,1
m_2335,,39,77,,,36.56,27.09,1
m_2335,,41,77,,,36.56,27.09,1
m_2335,,42,78,,,36.56,27.09,1
m_2335,,16,77,,,36.56,27.09,1
m_2335,,27,79,,,36.56,27.09,2
m_2335,,24,80,,,36.56,27.1,2
m_2335,,21,78,,,36.56,27.1,1
m_2335,,20,78,,,36.56,27.1,1
m_2335,,14,77,,,36.56,27.1,1
m_2335,,22,79,,,36.57,27.1,1
m_2335,,30,81,,,36.57,27.1,3
m_2335,,28,81,,,36.57,27.1,7
m_2335,,32,82,,,36.57,27.11,3
m_2335,,29,83,,,36.57,27.11,3
m_2335,,26,80,,,36.58,27.11,2
m_2335,,21,79,,,36.58,27.11,3
m_2335,,32,80,,,36.58,27.11,4
m_2335,,30,80,,,36.58,27.11,4
m_2335,,32,80,,,36.58,27.11,2
m_2335,,49,93,,,36.59,27.13,1
m_2335,,33,76,,,36.59,27.13,3
m_2335,,34,77,,,36.6,27.13,5
m_2335,,37,79,,,36.6,27.13,2
m_2335,,48,80,,,36.6,27.13,4
m_2335,,26,76,,,36.6,27.14,2
m_2335,,26,75,,,36.6,27.14,2
m_2335,,26,76,,,36.6,27.14,2
m_2335,,40,76,,,36.61,27.14,2
m_2335,,44,78,,,36.61,27.14,2
m_2335,,46,80,,,36.61,27.14,3
m_2335,,33,80,,,36.61,27.14,2
m_2335,,34,81,,,36.61,27.14,2
m_2335,,32,82,,,36.61,27.14,2
m_2335,,31,81,,,36.61,27.14,2
m_2335,,46,78,,,36.63,27.16,3
m_2335,,38,78,,,36.63,27.16,2
m_2335,,33,76,,,36.63,27.16,4
m_2335,,37,77,,,36.63,27.16,2
m_2335,,30,78,,,36.63,27.16,3
m_2335,,36,80,,,36.63,27.16,3
m_2335,,32,80,,,36.63,27.16,3
m_2335,,44,79,,,36.63,27.16,5
m_2335,,30,78,,,36.63,27.16,6
m_2335,,25,77,,,36.63,27.16,4
m_2335,,39,78,,,36.63,27.16,3
m_2335,,21,75,,,36.64,27.16,2
m_2335,,20,76,,,36.64,27.17,4
m_2335,,20,76,,,36.64,27.17,5
m_2335,,24,77,,,36.64,27.17,5
m_2335,,23,77,,,36.64,27.17,3
m_2335,,24,77,,,36.64,27.17,3
m_2335,,30,77,,,36.64,27.17,3
m_2335,,22,76,,,36.64,27.17,5
m_2335,,32,77,,,36.65,27.17,1
m_2335,,34,78,,,36.65,27.17,1
m_2335,,33,78,,,36.65,27.17,2
m_2335,,34,78,,,36.65,27.18,2
m_2335,,30,76,,,36.65,27.18,3
m_2335,,28,76,,,36.65,27.18,3
m_2335,,35,76,,,36.65,27.18,2
m_2335,,22,75,,,36.65,27.18,18
m_2335,,21,75,,,36.65,27.18,5
m_2335,,22,76,,,36.65,27.18,5
m_2335,,27,81,,,36.66,27.19,3
m_2335,,28,80,,,36.66,27.19,3
m_2335,,31,81,,,36.66,27.19,2
m_2335,,29,81,,,36.66,27.19,4
m_2335,,44,80,,,36.66,27.19,2
m_2335,,42,80,,,36.67,27.19,2
m_2335,,47,77,,,36.67,27.2,3
m_2335,,39,76,,,36.67,27.2,3
m_2335,,24,78,,,36.68,27.21,2
m_2335,,33,81,,,36.68,27.21,2
m_2335,,30,79,,,36.68,27.21,2
m_2335,,37,80,,,36.69,27.22,4
m_2335,,37,81,,,36.69,27.22,5
m_2335,,28,79,,,36.69,27.22,5
m_2335,,30,79,,,36.69,27.22,5
m_2335,,28,78,,,36.69,27.22,3
m_2335,,30,78,,,36.69,27.22,3
m_2335,,40,81,,,36.69,27.22,10
m_2335,,26,78,,,36.7,27.23,4
m_2335,,25,79,,,36.7,27.23,4
m_2335,,25,79,,,36.7,27.23,4
m_2335,,23,77,,,36.7,27.23,4
m_2335,,30,78,,,36.71,27.24,2
m_2335,,35,78,,,36.71,27.24,53
m_2335,,34,79,,,36.71,27.24,53
m_2335,,30,79,,,36.72,27.24,9
m_2335,,20,78,,,36.72,27.24,5
m_2335,,24,79,,,36.72,27.24,5
m_2335,,34,78,,,36.72,27.25,4
m_2335,,27,79,,,36.72,27.25,6
m_2335,,25,79,,,36.72,27.25,6
m_2335,,26,78,,,36.72,27.25,8
m_2335,,43,82,,,36.73,27.25,6
m_2335,,29,80,,,36.73,27.25,9
m_2335,,28,81,,,36.73,27.25,2
m_2335,,27,81,,,36.73,27.26,2
m_2335,,33,85,,,36.73,27.26,3
m_2335,,36,85,,,36.73,27.26,2
m_2335,,37,85,,,36.73,27.26,6
m_2335,,45,88,,,36.74,27.26,6
m_2335,,30,85,,,36.74,27.26,5
m_2335,,34,83,,,36.74,27.26,4
m_2335,,47,83,,,36.74,27.26,4
m_2335,,35,84,,,36.74,27.26,2
m_2335,,23,80,,,36.74,27.27,1
m_2335,,21,80,,,36.74,27.27,1
m_2335,,22,80,,,36.74,27.27,1
m_2335,,21,80,,,36.74,27.27,1
m_2335,,21,80,,,36.75,27.27,1
m_2335,,42,82,,,36.75,27.27,1
m_2335,,30,82,,,36.75,27.27,2
m_2335,,29,81,,,36.75,27.27,2
m_2335,,29,83,,,36.75,27.27,2
m_2335,,27,82,,,36.75,27.27,2
m_2335,,19,81,,,36.75,27.28,3
m_2335,,17,80,,,36.75,27.28,3
m_2335,,14,80,,,36.75,27.28,2
m_2335,,14,80,,,36.75,27.28,2
m_2335,,13,80,,,36.75,27.28,2
m_2335,,13,80,,,36.76,27.28,2
m_2335,,17,79,,,36.76,27.28,1
m_2335,,17,80,,,36.76,27.28,2
m_2335,,15,79,,,36.76,27.28,2
m_2335,,17,80,,,36.76,27.28,2
m_2335,,41,79,,,36.76,27.28,7
m_2335,,28,81,,,36.76,27.28,1
m_2335,,24,79,,,36.76,27.28,2
m_2335,,16,79,,,36.76,27.28,3
m_2335,,14,79,,,36.76,27.28,3
m_2335,,15,79,,,36.76,27.28,3
m_2335,,32,84,,,36.77,27.29,3
m_2335,,32,84,,,36.77,27.29,4
m_2335,,31,83,,,36.77,27.29,2
m_2335,,34,86,,,36.77,27.29,5
m_2335,,31,86,,,36.78,27.29,2
m_2335,,20,80,,,36.78,27.29,1
m_2335,,18,79,,,36.78,27.29,1
m_2335,,18,82,,,36.78,27.29,1
m_2335,,35,83,,,36.78,27.29,2
m_2335,,34,83,,,36.78,27.3,2
m_2335,,20,83,,,36.78,27.3,1
m_2335,,21,82,,,36.78,27.3,2
m_2335,,21,85,,,36.78,27.3,3
m_2335,,28,86,,,36.79,27.3,1
m_2335,,27,86,,,36.79,27.31,4
m_2335,,23,85,,,36.79,27.31,4
m_2335,,28,88,,,36.8,27.31,3
m_2335,,31,84,,,36.8,27.31,5
m_2335,,24,84,,,36.8,27.31,2
m_2335,,23,85,,,36.8,27.31,2
m_2335,,26,85,,,36.8,27.31,2
m_2335,,41,87,,,36.83,27.34,2
m_2335,,27,88,,,36.83,27.34,2
m_2335,,26,88,,,36.83,27.34,2
m_2335,,25,87,,,36.83,27.34,2
m_2335,,29,89,,,36.83,27.34,1
m_2335,,30,89,,,36.83,27.34,2
m_2335,,24,87,,,36.83,27.34,2
m_2335,,24,87,,,36.83,27.34,2
m_2335,,23,85,,,36.83,27.34,3
m_2335,,23,85,,,36.84,27.34,2
m_2335,,36,85,,,36.84,27.35,3
m_2335,,32,85,,,36.84,27.35,3
m_2335,,32,84,,,36.84,27.35,2
m_2335,,25,84,,,36.84,27.35,2
m_2335,,23,83,,,36.84,27.35,2
m_2335,,41,84,,,36.84,27.35,2
m_2335,,24,84,,,36.85,27.35,2
m_2335,,36,85,,,36.85,27.35,1
m_2335,,23,84,,,36.85,27.35,2
m_2335,,24,85,,,36.86,27.36,1
m_2335,,23,85,,,36.86,27.36,1
m_2335,,21,85,,,36.86,27.36,2
m_2335,,26,87,,,36.86,27.36,4
m_2335,,28,87,,,36.87,27.36,3
m_2335,,31,88,,,36.87,27.36,3
m_2335,,26,86,,,36.87,27.37,3
m_2335,,26,86,,,36.87,27.37,3
m_2335,,36,86,,,36.88,27.37,3
m_2335,,17,83,,,36.88,27.37,2
m_2335,,23,84,,,36.88,27.37,2
m_2335,,20,84,,,36.88,27.37,4
m_2335,,29,87,,,36.88,27.37,3
m_2335,,21,86,,,36.88,27.37,2
m_2335,,18,86,,,36.88,27.37,2
m_2335,,15,85,,,36.88,27.37,2
m_2335,,16,85,,,36.88,27.37,18
m_2335,,16,85,,,36.89,27.38,3
m_2335,,21,86,,,36.89,27.38,2
m_2335,,18,86,,,36.89,27.38,2
m_2335,,24,87,,,36.89,27.38,2
m_2335,,34,87,,,36.89,27.38,2
m_2335,,33,87,,,36.89,27.38,3
m_2335,,29,87,,,36.89,27.38,3
m_2335,,26,88,,,36.89,27.38,3
m_2335,,26,88,,,36.89,27.38,3
m_2335,,22,87,,,36.9,27.38,4
m_2335,,24,87,,,36.9,27.38,3
m_2335,,16,85,,,36.9,27.38,3
m_2335,,15,85,,,36.9,27.38,1
m_2335,,20,88,,,36.91,27.39,2
m_2335,,22,89,,,36.91,27.4,2
m_2335,,16,88,,,36.91,27.4,3
m_2335,,28,86,,,36.92,27.4,1
m_2335,,30,87,,,36.92,27.4,1
m_2335,,27,87,,,36.92,27.4,2
m_2335,,23,87,,,36.92,27.4,2
m_2335,,25,87,,,36.92,27.4,3
m_2335,,27,87,,,36.92,27.4,3
m_2335,,30,88,,,36.92,27.4,2
m_2335,,15,86,,,36.92,27.4,1
m_2335,,15,86,,,36.93,27.41,1
m_2335,,17,87,,,36.93,27.41,1
m_2335,,12,86,,,36.93,27.41,1
m_2335,,10,87,,,36.93,27.41,2
m_2335,,15,88,,,36.93,27.41,1
m_2335,,11,88,,,36.93,27.41,3
m_2335,,22,92,,,36.94,27.41,2
m_2335,,15,88,,,36.94,27.41,2
m_2335,,16,88,,,36.94,27.41,2
m_2335,,28,87,,,36.94,27.42,4
m_2335,,22,90,,,36.95,27.42,2
m_2335,,18,88,,,36.95,27.42,2
m_2335,,22,88,,,36.95,27.42,3
m_2335,,27,89,,,36.95,27.42,3
m_2335,,23,88,,,36.95,27.42,2
m_2335,,21,88,,,36.95,27.42,2
m_2335,,24,89,,,36.95,27.42,2
m_2335,,33,89,,,36.96,27.43,3
m_2335,,38,90,,,36.96,27.43,12
m_2335,,60,93,,,36.96,27.43,22
m_2335,,40,92,,,36.97,27.44,14
m_2335,,29,93,,,36.97,27.44,14
m_2335,,19,93,,,36.97,27.44,5
m_2335,,20,92,,,36.97,27.44,5
m_2335,,16,77,,,36.97,27.44,3
m_2335,,18,77,,,36.97,27.44,2
m_2335,,15,76,,,36.98,27.44,2
m_2335,,20,77,,,36.98,27.45,3
m_2335,,21,78,,,36.98,27.45,1
m_2335,,21,79,,,36.98,27.45,2
m_2335,,45,91,,,36.99,27.46,6
m_2335,,47,93,,,36.99,27.46,3
m_2335,,51,92,,,36.99,27.46,4
m_2335,,58,94,,,36.99,27.46,10
m_2335,,54,85,,,36.99,27.46,10
m_2335,,21,75,,,36.99,27.47,5
m_2335,,17,75,,,36.99,27.47,5
m_2335,,45,80,,,36.99,27.47,4
m_2335,,28,78,,,36.99,27.47,4
m_2335,,21,79,,,37.0,27.47,9
m_2335,,37,82,,,37.0,27.47,1
m_2335,,37,82,,,37.0,27.47,1
m_2335,,20,82,,,37.0,27.47,1
m_2335,,29,83,,,37.0,27.47,1
m_2335,,26,83,,,37.0,27.47,1
m_2335,,41,84,,,37.0,27.47,3
m_2335,,48,86,,,37.0,27.48,5
m_2335,,31,86,,,37.0,27.48,5
m_2335,,31,86,,,37.0,27.48,4
m_2335,,29,84,,,37.0,27.48,5
m_2335,,22,81,,,37.0,27.48,6
m_2335,,23,81,,,37.01,27.48,6
m_2335,,19,77,,,37.01,27.48,11
m_2335,,13,75,,,37.01,27.48,11
m_2335,,16,76,,,37.01,27.49,4
m_2335,,15,75,,,37.01,27.49,4
m_2335,,24,76,,,37.03,27.5,3
m_2335,,20,76,,,37.03,27.51,2
m_2335,,16,75,,,37.03,27.51,1
m_2335,,17,75,,,37.03,27.51,1
m_2335,,14,75,,,37.03,27.52,2
m_2335,,16,75,,,37.04,27.52,4
m_2335,,15,75,,,37.04,27.52,4
m_2335,,14,75,,,37.04,27.52,1
m_2335,,13,75,,,37.04,27.52,1
m_2335,,13,75,,,37.04,27.52,1
m_2335,,15,76,,,37.04,27.52,1
m_2335,,20,76,,,37.04,27.52,1
m_2335,,22,73,,,37.04,27.53,2
m_2335,,22,75,,,37.04,27.53,3
m_2335,,26,75,,,37.04,27.53,3
m_2335,,28,79,,,37.05,27.53,3
m_2335,,28,79,,,37.05,27.53,5
m_2335,,47,78,,,37.05,27.53,7
m_2335,,25,76,,,37.05,27.53,7
m_2335,,25,75,,,37.05,27.53,7
m_2335,,19,74,,,37.06,27.54,4
m_2335,,16,74,,,37.06,27.54,4
m_2335,,24,75,,,37.06,27.54,3
m_2335,,24,75,,,37.06,27.54,3
m_2335,,15,74,,,37.06,27.54,3
m_2335,,9,72,,,37.06,27.55,3
m_2335,,10,73,,,37.06,27.55,2
m_2335,,9,74,,,37.06,27.55,2
m_2335,,20,75,,,37.06,27.55,1
m_2335,,21,76,,,37.06,27.55,2
m_2335,,15,77,,,37.07,27.55,5
m_2335,,30,78,,,37.07,27.55,2
m_2335,,30,79,,,37.07,27.55,4
m_2335,,34,79,,,37.07,27.55,2
m_2335,,24,79,,,37.07,27.55,4
m_2335,,27,77,,,37.08,27.55,3
m_2335,,18,76,,,37.08,27.56,3
m_2335,,17,76,,,37.08,27.56,2
m_2335,,16,76,,,37.08,27.56,2
m_2335,,29,76,,,37.08,27.56,3
m_2335,,11,75,,,37.08,27.56,9
m_2335,,19,75,,,37.08,27.56,1
m_2335,,14,77,,,37.08,27.56,1
m_2335,,13,77,,,37.08,27.56,1
m_2335,,19,77,,,37.08,27.56,1
m_2335,,18,77,,,37.08,27.56,1
m_2335,,21,78,,,37.09,27.56,1
m_2335,,14,79,,,37.13,27.59,1
m_2335,,42,78,,,37.13,27.59,1
m_2335,,49,79,,,37.13,27.59,1
m_2335,,21,78,,,37.13,27.59,1
m_2335,,43,78,,,37.13,27.59,1
m_2335,,12,78,,,37.13,27.59,2
m_2335,,11,78,,,37.13,27.59,1
m_2335,,27,78,,,37.13,27.59,1
m_2335,,51,78,,,37.13,27.59,1
m_2335,,29,79,,,37.14,27.59,3
m_2335,,33,77,,,37.14,27.6,1
m_2335,,35,78,,,37.14,27.6,1
m_2335,,21,77,,,37.14,27.6,2
m_2335,,26,78,,,37.14,27.6,2
m_2335,,41,78,,,37.14,27.6,1
m_2335,,13,78,,,37.14,27.6,1
m_2335,,13,78,,,37.14,27.6,2
m_2335,,45,77,,,37.14,27.6,2
m_2335,,71,84,,,37.14,27.6,5
m_2335,,48,78,,,37.15,27.61,18
m_2335,,45,74,,,37.15,27.61,11
m_2335,,40,74,,,37.15,27.61,3
m_2335,,40,73,,,37.15,27.61,3
m_2335,,45,73,,,37.15,27.61,1
m_2335,,17,73,,,37.15,27.61,4
m_2335,,19,72,,,37.15,27.61,2
m_2335,,13,72,,,37.16,27.61,2
m_2335,,12,72,,,37.16,27.61,1
m_2335,,34,73,,,37.16,27.61,1
m_2335,,34,74,,,37.16,27.61,1
m_2335,,28,74,,,37.16,27.61,2
m_2335,,30,73,,,37.16,27.61,2
m_2335,,32,73,,,37.16,27.61,2
m_2335,,15,72,,,37.16,27.61,2
m_2335,,18,72,,,37.16,27.61,2
m_2335,,17,72,,,37.16,27.61,2
m_2335,,22,73,,,37.16,27.61,2
m_2335,,15,72,,,37.16,27.61,31
m_2335,,15,73,,,37.16,27.61,31
m_2335,,40,73,,,37.17,27.61,2
m_2335,,14,73,,,37.17,27.61,2
m_2335,,36,74,,,37.17,27.61,2
m_2335,,35,76,,,37.17,27.62,3
m_2335,,18,75,,,37.17,27.62,2
m_2335,,38,73,,,37.17,27.62,3
m_2335,,16,74,,,37.17,27.62,2
m_2335,,35,74,,,37.17,27.62,2
m_2335,,41,72,,,37.18,27.62,2
m_2335,,43,72,,,37.18,27.62,2
m_2335,,26,72,,,37.18,27.62,2
m_2335,,15,72,,,37.18,27.62,2
m_2335,,16,72,,,37.18,27.62,2
m_2335,,30,73,,,37.18,27.62,1
m_2335,,15,73,,,37.18,27.62,1
m_2335,,32,74,,,37.18,27.62,4
m_2335,,21,74,,,37.18,27.62,1
m_2335,,30,74,,,37.18,27.62,1
m_2335,,15,74,,,37.18,27.62,1
m_2335,,13,74,,,37.18,27.62,1
m_2335,,12,74,,,37.19,27.62,2
m_2335,,40,74,,,37.19,27.62,2
m_2335,,29,74,,,37.19,27.62,3
m_2335,,24,75,,,37.19,27.63,3
m_2335,,14,73,,,37.19,27.63,4
m_2335,,28,74,,,37.19,27.63,4
m_2335,,28,75,,,37.19,27.63,4
m_2335,,33,76,,,37.19,27.63,2
m_2335,,23,77,,,37.19,27.63,4
m_2335,,39,78,,,37.19,27.63,4
m_2335,,26,78,,,37.19,27.63,1
m_2335,,28,78,,,37.19,27.63,1
m_2335,,27,78,,,37.19,27.63,1
m_2335,,45,79,,,37.2,27.63,1
m_2335,,36,80,,,37.2,27.63,1
m_2335,,32,81,,,37.2,27.63,3
m_2335,,23,77,,,37.2,27.63,2
m_2335,,20,77,,,37.2,27.63,3
m_2335,,35,76,,,37.2,27.63,1
m_2335,,16,76,,,37.2,27.64,2
m_2335,,15,75,,,37.2,27.64,2
m_2335,,16,76,,,37.2,27.64,2
m_2335,,19,76,,,37.2,27.64,2
m_2335,,23,76,,,37.2,27.64,2
m_2335,,38,76,,,37.21,27.64,2
m_2335,,43,77,,,37.21,27.64,5
m_2335,,23,76,,,37.21,27.64,3
m_2335,,41,76,,,37.21,27.64,2
m_2335,,48,77,,,37.21,27.64,2
m_2335,,16,77,,,37.21,27.64,2
m_2335,,13,77,,,37.22,27.64,1
m_2335,,31,76,,,37.22,27.64,2
m_2335,,16,76,,,37.22,27.65,2
m_2335,,44,76,,,37.22,27.65,2
m_2335,,31,77,,,37.22,27.65,1
m_2335,,31,76,,,37.22,27.65,2
m_2335,,54,74,,,37.22,27.65,1
m_2335,,10,75,,,37.22,27.65,1
m_2335,,47,75,,,37.23,27.65,2
m_2335,,24,76,,,37.23,27.65,1
m_2335,,23,77,,,37.23,27.65,1
m_2335,,34,77,,,37.23,27.65,2
m_2335,,31,77,,,37.23,27.65,2
m_2335,,16,77,,,37.23,27.65,1
m_2335,,28,76,,,37.23,27.65,2
m_2335,,24,76,,,37.23,27.65,1
